device,t,w,h,p1,p25,p10
DeviceB,"21/03/27,18:45:57",1,W,27,30,6
DeviceB,"21/03/27,18:52:38",2,W,84,7,56
DeviceB,"21/03/27,18:59:19",7,S,142,12,85
DeviceB,"21/03/27,19:07:23",0,W,18,41,19
DeviceB,"21/03/27,19:14:04",4,W,20,34,22
DeviceB,"21/03/27,19:20:45",2,W,23,4,62
DeviceB,"21/03/27,19:27:26",10,W,21,164,8
DeviceB,"21/03/27,19:34:07",2,NW,17,31,42
DeviceB,"21/03/27,19:40:48",0,S,9,27,98
DeviceB,"21/03/27,19:47:29",3,W,19,9,6258
DeviceB,"21/03/27,19:54:10",4,NW,15,25,42
DeviceB,"21/03/27,20:00:51",2,NW,20,34,17
DeviceB,"21/03/27,20:07:32",6,W,10,33,0
DeviceB,"21/03/27,20:14:14",9,S,22,50,61
DeviceB,"21/03/27,20:20:55",1,W,13,8,22
DeviceB,"21/03/27,20:27:36",1,S,7,22,33
DeviceB,"21/03/27,20:34:17",3,NW,26,31,13
DeviceB,"21/03/27,20:42:20",3,E,37,11,31
DeviceB,"21/03/27,20:49:02",4,W,24,7,11
DeviceB,"21/03/27,20:55:43",2,W,56,16,35
DeviceB,"21/03/27,21:02:24",2,W,33,174,12
DeviceB,"21/03/27,21:09:05",1,W,23,15,105
DeviceB,"21/03/27,21:15:46",0,W,21,32,95
DeviceB,"21/03/27,21:22:27",1,NW,28,153,0
DeviceB,"21/03/27,21:29:08",15,W,80,23,67
DeviceB,"21/03/27,21:35:49",0,W,80,43,41
DeviceB,"21/03/27,21:42:30",1,E,25,9,54
DeviceB,"21/03/27,21:49:11",1,NW,13,12,115
DeviceB,"21/03/27,21:55:52",4,NE,7,31,131
DeviceB,"21/03/27,22:02:33",10,W,31,20,75
DeviceB,"21/03/27,22:09:14",1,W,26,29,82
DeviceB,"21/03/27,22:17:18",1,NW,9,35,8
DeviceB,"21/03/27,22:23:59",1,NW,31,24,43
DeviceB,"21/03/27,22:30:40",12,NW,11,66,271
DeviceB,"21/03/27,22:37:21",0,NW,32,99,177
DeviceB,"21/03/27,22:44:02",2,W,11,31,33
DeviceB,"21/03/27,22:50:43",0,NW,41,26,37
DeviceB,"21/03/27,22:57:24",4,W,29,9,118
DeviceB,"21/03/27,23:04:05",1,W,18,34,43
DeviceB,"21/03/27,23:10:46",4,NW,15,74,41
DeviceB,"21/03/27,23:17:27",2,W,17,17,42
DeviceB,"21/03/27,23:24:08",1,SW,30,34,11
DeviceB,"21/03/27,23:30:49",1,NW,21,60,13
DeviceB,"21/03/27,23:37:30",6,W,30,8,5
DeviceB,"21/03/27,23:44:11",0,SW,30,23,62
DeviceB,"21/03/27,23:52:14",7,W,25,16,24
DeviceB,"21/03/27,23:58:55",1,SE,10,11,44
DeviceB,"21/03/28,00:05:36",2,S,11,63,20
DeviceB,"21/03/28,00:12:17",2,W,27,20,27
DeviceB,"21/03/28,00:18:58",0,NW,12,9,35
DeviceB,"21/03/28,00:25:39",0,NW,14,51,54
DeviceB,"21/03/28,00:32:20",2,W,16,32,115
DeviceB,"21/03/28,00:39:01",0,W,0,15,45
DeviceB,"21/03/28,00:45:42",2,W,11,43,46
DeviceB,"21/03/28,00:56:10",1,NW,0,9,75
DeviceB,"21/03/28,01:02:51",13,W,19,11,35
DeviceB,"21/03/28,01:09:32",1,NW,22,25,6
DeviceB,"21/03/28,01:16:13",2,W,25,218,20
DeviceB,"21/03/28,01:22:54",8,W,31,19,38
DeviceB,"21/03/28,01:29:35",1,SE,24,39,27
DeviceB,"21/03/28,01:36:16",0,SE,27,103,147
DeviceB,"21/03/28,01:42:57",1,SW,17,30,119
DeviceB,"21/03/28,01:49:38",0,W,17,30,45
DeviceB,"21/03/28,01:56:19",0,W,25,11,16
DeviceB,"21/03/28,02:03:00",1,W,31,80,113
DeviceB,"21/03/28,02:09:41",2,W,55,19,24
DeviceB,"21/03/28,02:16:22",6,W,6337,14,14
DeviceB,"21/03/28,02:23:03",0,W,24,49,82
DeviceB,"21/03/28,02:31:07",0,W,35,6,55
DeviceB,"21/03/28,02:37:48",8,W,64,33,48
DeviceB,"21/03/28,02:44:29",1,W,28,15,11
DeviceB,"21/03/28,02:51:11",0,W,39,12,60
DeviceB,"21/03/28,02:57:52",8,SW,106,37,63
DeviceB,"21/03/28,03:04:33",1,NW,25,0,26
DeviceB,"21/03/28,03:11:15",2,E,8,68,23
DeviceB,"21/03/28,03:17:56",0,NW,23,25,61
DeviceB,"21/03/28,03:24:37",0,W,6,15,157
DeviceB,"21/03/28,03:31:19",0,W,30,25,41
DeviceB,"21/03/28,03:38:00",19,NW,27,31,13
DeviceB,"21/03/28,03:44:42",1,E,28,70,20
DeviceB,"21/03/28,03:51:23",2,SW,25,13,24
DeviceB,"21/03/28,03:58:05",2,W,12,35,54
DeviceB,"21/03/28,04:06:09",1,SE,17,8,80
DeviceB,"21/03/28,04:12:50",2,SE,11,16,39
DeviceB,"21/03/28,04:19:32",7,W,72,80,49
DeviceB,"21/03/28,04:26:13",0,NW,5,30,25
DeviceB,"21/03/28,04:32:55",9,W,82,50,95
DeviceB,"21/03/28,04:46:50",9,SE,18,18,16
DeviceB,"21/03/28,04:53:26",7,E,35,151,56
DeviceB,"21/03/28,05:00:01",1,W,33,88,58
DeviceB,"21/03/28,05:06:36",0,W,8,63,126
DeviceB,"21/03/28,05:13:12",1,S,15,26,19
DeviceB,"21/03/28,05:19:47",2,NW,14,34,59
DeviceB,"21/03/28,05:26:23",0,NW,0,90,45
DeviceB,"21/03/28,05:32:58",10,NW,13,50,63
DeviceB,"21/03/28,05:39:34",0,SW,13,16,20
DeviceB,"21/03/28,05:46:09",1,W,31,9,59
DeviceB,"21/03/28,05:52:45",4,SE,62,40,59
DeviceB,"21/03/28,05:59:20",0,W,0,9,51
DeviceB,"21/03/28,06:05:56",0,NW,6,6,46
DeviceB,"21/03/28,06:13:54",19,SE,19,4,94
DeviceB,"21/03/28,06:20:30",7,W,117,67,26
DeviceB,"21/03/28,06:27:05",3,E,13,21,7
DeviceB,"21/03/28,06:33:41",1,SE,12,93,145
DeviceB,"21/03/28,06:40:16",9,E,32,25,68
DeviceB,"21/03/28,06:46:52",2,N,47,23,30
DeviceB,"21/03/28,06:53:28",1,W,7,40,25
DeviceB,"21/03/28,07:00:03",1,SW,34,9,39
DeviceB,"21/03/28,07:06:39",2,E,2,7,11
DeviceB,"21/03/28,07:13:14",1,W,10,93,36
DeviceB,"21/03/28,07:19:50",1,SE,15,22,43
DeviceB,"21/03/28,07:26:26",0,E,16,112,70
DeviceB,"21/03/28,07:33:01",4,SW,76,23,39
DeviceB,"21/03/28,07:39:37",0,E,85,99,217
DeviceB,"21/03/28,07:47:35",2,E,32,41,154
DeviceB,"21/03/28,07:54:11",1,S,28,45,67
DeviceB,"21/03/28,08:00:46",3,W,10,0,48
DeviceB,"21/03/28,08:07:22",2,W,29,59,64
DeviceB,"21/03/28,08:13:58",3,N,14,21,72
DeviceB,"21/03/28,08:20:33",0,E,31,96,96
DeviceB,"21/03/28,08:27:09",7,W,24,70,74
DeviceB,"21/03/28,08:33:45",1,W,25,49,79
DeviceB,"21/03/28,08:40:20",10,W,37,70,44
DeviceB,"21/03/28,08:46:56",1,W,92,103,55
DeviceB,"21/03/28,08:53:32",2,NW,26,25,13
DeviceB,"21/03/28,09:00:07",6,W,20,61,23
DeviceB,"21/03/28,09:06:43",3,W,18,38,58
DeviceB,"21/03/28,09:13:19",3,SW,17,21,74
DeviceB,"21/03/28,09:21:17",32,E,7,23,27
DeviceB,"21/03/28,09:27:53",9,W,4,20,20
DeviceB,"21/03/28,09:34:29",2,N,24,183,11
DeviceB,"21/03/28,09:41:04",1,NW,64,5076,22
DeviceB,"21/03/28,09:47:40",2,W,93,29,119
DeviceB,"21/03/28,09:54:16",1,SE,6,14,36
DeviceB,"21/03/28,10:00:51",0,SW,94,27,70
DeviceB,"21/03/28,10:07:27",0,NW,38,26,51
DeviceB,"21/03/28,10:14:02",1,W,14,19,108
DeviceB,"21/03/28,10:20:38",2,SE,18,21,23
DeviceB,"21/03/28,10:27:14",1,W,9,45,38
DeviceB,"21/03/28,10:33:49",6,E,50,47,54
DeviceB,"21/03/28,10:40:25",2,W,33,43,20
DeviceB,"21/03/28,10:47:01",4,N,44,46,22
DeviceB,"21/03/28,10:54:59",3,W,17,47,32
DeviceB,"21/03/28,11:01:35",2,E,23,38,73
DeviceB,"21/03/28,11:08:10",1,W,14,112,121
DeviceB,"21/03/28,11:14:46",1,S,15,24,21
DeviceB,"21/03/28,11:21:21",1,SE,26,9,6
DeviceB,"21/03/28,11:27:57",2,E,34,13,124
DeviceB,"21/03/28,11:34:33",6,W,26,21,70
DeviceB,"21/03/28,11:41:08",1,NW,6032,41,45
DeviceB,"21/03/28,11:47:44",4,W,30,34,45
DeviceB,"21/03/28,11:54:19",2,NW,15,6,247
DeviceB,"21/03/28,12:00:55",4,W,21,81,65
DeviceB,"21/03/28,12:07:30",3,W,30,20,28
DeviceB,"21/03/28,12:14:06",1,W,29,49,23
DeviceB,"21/03/28,12:20:41",2,SE,29,39,41
DeviceB,"21/03/28,12:28:40",3,W,15,32,31
DeviceB,"21/03/28,12:35:15",2,NW,70,5297,50
DeviceB,"21/03/28,12:41:50",0,W,35,35,50
DeviceB,"21/03/28,12:48:26",2,W,6,0,10
DeviceB,"21/03/28,12:55:01",3,W,55,35,102
DeviceB,"21/03/28,13:01:37",0,W,0,22,29
DeviceB,"21/03/28,13:08:12",2,W,58,24,162
DeviceB,"21/03/28,13:14:48",4,W,31,15,73
DeviceB,"21/03/28,13:21:23",3,NW,13,31,0
DeviceB,"21/03/28,13:27:58",3,W,29,20,48
DeviceB,"21/03/28,13:34:34",3,SW,8,28,1191
DeviceB,"21/03/28,13:41:09",7,W,24,14,55
DeviceB,"21/03/28,13:47:44",2,W,32,38,29
DeviceB,"21/03/28,13:54:20",3,W,11,34,25
DeviceB,"21/03/28,14:02:18",1,E,11,19,41
DeviceB,"21/03/28,14:08:53",0,W,35,30,67
DeviceB,"21/03/28,14:15:28",3,NW,6337,37,42
DeviceB,"21/03/28,14:22:04",1,W,29,28,47
DeviceB,"21/03/28,14:28:39",10,NW,10,0,55
DeviceB,"21/03/28,14:35:14",0,SW,19,61,57
DeviceB,"21/03/28,14:41:50",6,W,21,9,68
DeviceB,"21/03/28,14:48:25",0,W,98,129,16
DeviceB,"21/03/28,14:55:00",1,W,0,19,19
DeviceB,"21/03/28,15:01:36",7,W,20,33,21
DeviceB,"21/03/28,15:08:11",6,W,15,21,134
DeviceB,"21/03/28,15:14:46",2,W,38,126,86
DeviceB,"21/03/28,15:21:22",0,N,39,22,50
DeviceB,"21/03/28,15:27:57",2,SW,27,32,57
DeviceB,"21/03/28,15:35:55",3,E,18,51,30
DeviceB,"21/03/28,15:42:30",4,SW,25,81,52
DeviceB,"21/03/28,15:49:05",4,SW,2,26,59
DeviceB,"21/03/28,15:55:41",3,E,14,126,19
DeviceB,"21/03/28,16:02:16",3,NW,130,29,16
DeviceB,"21/03/28,16:08:51",6,NW,9,138,67
DeviceB,"21/03/28,16:15:26",1,W,51,47,28
DeviceB,"21/03/28,16:22:01",6,S,60,65,0
DeviceB,"21/03/28,16:28:36",1,W,6076,9,28
DeviceB,"21/03/28,16:35:12",18,W,10,41,112
DeviceB,"21/03/28,16:41:47",0,SW,18,18,7
DeviceB,"21/03/28,16:48:22",1,NW,52,38,31
DeviceB,"21/03/28,16:54:57",2,SE,31,130,6150
DeviceB,"21/03/28,17:01:32",2,NW,26,44,21
DeviceB,"21/03/28,17:09:30",6,W,22,48,53
DeviceB,"21/03/28,17:16:05",8,W,19,48,14
DeviceB,"21/03/28,17:22:40",4,W,24,18,17
DeviceB,"21/03/28,17:29:15",0,NW,40,18,12
DeviceB,"21/03/28,17:35:51",3,E,20,56,56
DeviceB,"21/03/28,17:42:26",0,NW,12,46,11
DeviceB,"21/03/28,17:49:01",2,E,20,22,62
DeviceB,"21/03/28,17:55:36",2,SW,12,124,20
DeviceB,"21/03/28,18:02:11",2,W,24,6143,75
DeviceB,"21/03/28,18:08:46",3,W,39,33,34
DeviceB,"21/03/28,18:15:21",3,W,13,37,8
DeviceB,"21/03/28,18:21:56",1,SE,35,57,46
DeviceB,"21/03/28,18:28:31",2,W,4,11,72
DeviceB,"21/03/28,18:35:06",1,W,26,9,13
DeviceB,"21/03/28,18:43:04",1,E,4,25,37
DeviceB,"21/03/28,18:49:39",6,E,22,11,57
DeviceB,"21/03/28,18:56:14",8,W,7,33,398
DeviceB,"21/03/28,19:02:49",1,NE,92,46,56
DeviceB,"21/03/28,19:09:24",3,S,71,32,49
DeviceB,"21/03/28,19:15:59",2,W,8,11,52
DeviceB,"21/03/28,19:22:34",8,W,10,125,46
DeviceB,"21/03/28,19:29:09",0,NW,0,44,57
DeviceB,"21/03/28,19:35:44",0,NW,30,10,41
DeviceB,"21/03/28,19:42:19",10,W,14,70,14
DeviceB,"21/03/28,19:48:55",6,NW,25,74,83
DeviceB,"21/03/28,19:55:30",1,SE,12,81,14
DeviceB,"21/03/28,20:02:05",1,W,83,29,24
DeviceB,"21/03/28,20:08:40",2,W,29,6143,13
DeviceB,"21/03/28,20:16:37",2,W,32,91,22
DeviceB,"21/03/28,20:23:12",7,SE,31,113,28
DeviceB,"21/03/28,20:29:47",8,NW,5,70,66
DeviceB,"21/03/28,20:36:22",0,E,49,7,0
DeviceB,"21/03/28,20:42:57",1,W,12,46,6
DeviceB,"21/03/28,20:49:32",0,W,25,26,7
DeviceB,"21/03/28,20:56:07",0,SE,31,45,85
DeviceB,"21/03/28,21:02:42",0,W,32,9,9
DeviceB,"21/03/28,21:09:17",1,SW,31,9,50
DeviceB,"21/03/28,21:15:52",10,W,12,74,46
DeviceB,"21/03/28,21:22:27",2,W,14,44,7
DeviceB,"21/03/28,21:29:02",2,NE,15,11,17
DeviceB,"21/03/28,21:35:37",8,SW,32,6242,55
DeviceB,"21/03/28,21:42:12",0,NW,30,49,40
DeviceB,"21/03/28,21:50:10",2,W,65,7,40
DeviceB,"21/03/28,21:56:45",1,W,31,92,67
DeviceB,"21/03/28,22:03:20",2,S,20,7,52
DeviceB,"21/03/28,22:09:55",3,W,15,93,58
DeviceB,"21/03/28,22:16:30",1,W,31,39,22
DeviceB,"21/03/28,22:23:05",1,W,15,61,7
DeviceB,"21/03/28,22:29:40",4,W,19,15,17
DeviceB,"21/03/28,22:36:15",1,NW,131,16,86
DeviceB,"21/03/28,22:42:50",0,E,23,35,59
DeviceB,"21/03/28,22:49:25",1,W,2,82,33
DeviceB,"21/03/28,22:56:00",0,E,24,22,39
DeviceB,"21/03/28,23:02:35",7,E,23,9,95
DeviceB,"21/03/28,23:09:10",2,W,143,2,43
DeviceB,"21/03/28,23:15:45",1,E,88,90,51
DeviceB,"21/03/28,23:23:43",1,NW,64,54,16
DeviceB,"21/03/28,23:30:18",1,W,34,30,35
DeviceB,"21/03/28,23:36:53",0,W,19,40,9
DeviceB,"21/03/28,23:43:28",0,NW,8,6,101
DeviceB,"21/03/28,23:50:03",3,W,11,40,44
DeviceB,"21/03/28,23:56:38",0,SE,35,194,15
DeviceB,"21/03/29,00:03:13",0,NW,80,39,71
DeviceB,"21/03/29,00:09:48",2,NW,22,55,78
DeviceB,"21/03/29,00:16:22",8,W,62,197,27
DeviceB,"21/03/29,00:22:57",1,N,9,23,62
DeviceB,"21/03/29,00:29:32",0,W,30,14,48
DeviceB,"21/03/29,00:36:07",3,W,5,9,44
DeviceB,"21/03/29,00:42:42",1,NW,3,76,65
DeviceB,"21/03/29,00:49:17",0,W,41,7,67
DeviceB,"21/03/29,00:57:14",2,W,14,22,23
DeviceB,"21/03/29,01:03:49",0,NW,36,34,116
DeviceB,"21/03/29,01:10:24",1,W,7,7,54
DeviceB,"21/03/29,01:16:59",2,W,15,114,9
DeviceB,"21/03/29,01:23:34",1,W,28,10,0
DeviceB,"21/03/29,01:30:09",2,W,16,6,211
DeviceB,"21/03/29,01:36:44",2,SE,7,30,40
DeviceB,"21/03/29,01:43:19",2,W,28,112,41
DeviceB,"21/03/29,01:49:54",7,NW,25,40,19
DeviceB,"21/03/29,01:56:29",3,W,11,21,118
DeviceB,"21/03/29,02:03:04",1,NW,43,165,9
DeviceB,"21/03/29,02:09:39",0,NW,20,26,8
DeviceB,"21/03/29,02:16:14",0,W,20,50,38
DeviceB,"21/03/29,02:22:49",7,NW,76,76,4
DeviceB,"21/03/29,02:30:47",0,W,6,30,59
DeviceB,"21/03/29,02:37:22",4,E,26,52,42
DeviceB,"21/03/29,02:43:57",0,SE,32,93,20
DeviceB,"21/03/29,02:50:33",1,SW,43,90,67
DeviceB,"21/03/29,02:57:08",1,W,8,11,34
DeviceB,"21/03/29,03:03:43",4,S,35,8,54
DeviceB,"21/03/29,03:10:18",7,NW,25,30,22
DeviceB,"21/03/29,03:16:54",0,S,15,30,44
DeviceB,"21/03/29,03:23:29",2,SW,14,29,39
DeviceB,"21/03/29,03:30:04",8,E,44,35,23
DeviceB,"21/03/29,03:36:39",2,NW,20,35,25
DeviceB,"21/03/29,03:43:15",1,SW,20,31,172
DeviceB,"21/03/29,03:49:50",7,E,33,23,31
DeviceB,"21/03/29,03:56:25",1,SE,13,38,40
DeviceB,"21/03/29,04:04:23",0,SW,12,27,54
DeviceB,"21/03/29,04:10:59",0,SW,26,40,70
DeviceB,"21/03/29,04:17:34",1,S,0,28,49
DeviceB,"21/03/29,04:24:10",1,W,67,49,6143
DeviceB,"21/03/29,04:30:45",1,W,18,6227,66
DeviceB,"21/03/29,04:37:21",9,W,6345,45,48
DeviceB,"21/03/29,04:43:56",6,E,33,41,20
DeviceB,"21/03/29,04:50:32",2,W,5,108,31
DeviceB,"21/03/29,04:57:07",0,SE,9,173,42
DeviceB,"21/03/29,05:03:43",1,W,11,45,53
DeviceB,"21/03/29,05:10:18",4,W,8,22,135
DeviceB,"21/03/29,05:16:54",3,NW,27,26,17
DeviceB,"21/03/29,05:23:29",9,W,9,41,23
DeviceB,"21/03/29,05:30:05",1,W,31,12,27
DeviceB,"21/03/29,05:38:03",2,E,56,40,85
DeviceB,"21/03/29,05:44:38",0,S,6,7,37
DeviceB,"21/03/29,05:51:14",1,E,11,10,214
DeviceB,"21/03/29,05:57:49",8,NE,28,159,82
DeviceB,"21/03/29,06:04:25",2,NW,6083,14,65
DeviceB,"21/03/29,06:11:01",0,E,40,36,60
DeviceB,"21/03/29,06:17:36",0,E,19,77,44
DeviceB,"21/03/29,06:24:12",2,W,25,8,67
DeviceB,"21/03/29,06:30:47",8,SE,22,17,18
DeviceB,"21/03/29,06:37:23",2,W,19,30,46
DeviceB,"21/03/29,06:43:58",2,NW,3,56,39
DeviceB,"21/03/29,06:50:34",8,W,9,28,24
DeviceB,"21/03/29,06:57:10",0,NW,18,113,69
DeviceB,"21/03/29,07:03:45",4,E,13,68,61
DeviceB,"21/03/29,07:11:44",28,E,182,8,24
DeviceB,"21/03/29,07:18:19",3,W,20,12,110
DeviceB,"21/03/29,07:24:55",4,W,73,59,2959
DeviceB,"21/03/29,07:31:30",2,E,33,59,162
DeviceB,"21/03/29,07:38:06",2,NW,41,17,79
DeviceB,"21/03/29,07:44:42",0,W,8,22,34
DeviceB,"21/03/29,07:51:17",0,SE,28,70,52
DeviceB,"21/03/29,07:57:53",0,SE,26,23,13
DeviceB,"21/03/29,08:04:29",2,NW,76,30,27
DeviceB,"21/03/29,08:11:04",0,S,11,45,23
DeviceB,"21/03/29,08:17:40",2,W,21,25,137
DeviceB,"21/03/29,08:24:16",1,W,30,91,182
DeviceB,"21/03/29,08:30:51",1,NW,30,40,68
DeviceB,"21/03/29,08:37:27",2,SW,18,114,58
DeviceB,"21/03/29,08:45:25",0,NW,22,95,6
DeviceB,"21/03/29,08:52:01",0,SW,92,20,12
DeviceB,"21/03/29,08:58:37",6,W,25,188,21
DeviceB,"21/03/29,09:05:13",2,NW,23,110,16
DeviceB,"21/03/29,09:11:48",2,W,5,85,0
DeviceB,"21/03/29,09:18:24",2,E,0,46,29
DeviceB,"21/03/29,09:25:00",2,W,0,15,60
DeviceB,"21/03/29,09:31:36",2,W,24,106,58
DeviceB,"21/03/29,09:38:11",2,SE,15,46,31
DeviceB,"21/03/29,09:44:47",1,NW,48,32,19
DeviceB,"21/03/29,09:51:23",2,SW,19,0,144
DeviceB,"21/03/29,09:57:59",0,W,10,6,43
DeviceB,"21/03/29,10:04:34",4,SE,17,21,7
DeviceB,"21/03/29,10:11:10",1,W,26,9,43
DeviceB,"21/03/29,10:19:09",0,SW,25,53,46
DeviceB,"21/03/29,10:25:44",3,W,62,18,140
DeviceB,"21/03/29,10:32:20",0,W,23,26,11
DeviceB,"21/03/29,10:38:55",1,W,136,15,28
DeviceB,"21/03/29,10:45:31",2,NW,67,56,27
DeviceB,"21/03/29,10:52:07",9,NW,26,34,119
DeviceB,"21/03/29,10:58:42",0,SW,19,34,13
DeviceB,"21/03/29,11:05:18",6,W,16,7,3592
DeviceB,"21/03/29,11:11:54",2,E,19,105,51
DeviceB,"21/03/29,11:18:29",0,W,35,45,27
DeviceB,"21/03/29,11:25:05",1,NW,30,29,26
DeviceB,"21/03/29,11:31:41",0,E,18,214,104
DeviceB,"21/03/29,11:38:16",0,SW,25,13,70
DeviceB,"21/03/29,11:44:52",0,SW,45,34,14
DeviceB,"21/03/29,11:52:50",3,E,53,9,69
DeviceB,"21/03/29,11:59:26",1,N,25,27,23
DeviceB,"21/03/29,12:06:01",2,W,5,111,10
DeviceB,"21/03/29,12:12:37",3,E,6,50,6
DeviceB,"21/03/29,12:19:12",3,W,117,33,85
DeviceB,"21/03/29,12:25:48",1,E,24,16,44
DeviceB,"21/03/29,12:32:23",2,W,16,40,72
DeviceB,"21/03/29,12:38:59",2,W,21,43,10
DeviceB,"21/03/29,12:45:34",0,W,28,6,11
DeviceB,"21/03/29,12:52:09",2,E,34,51,110
DeviceB,"21/03/29,12:58:45",12,W,30,36,20
DeviceB,"21/03/29,13:05:20",1,SE,16,45,9
DeviceB,"21/03/29,13:11:56",3,NW,80,10,15
DeviceB,"21/03/29,13:18:31",6,NW,33,47,49
DeviceB,"21/03/29,13:26:29",2,SW,26,26,84
DeviceB,"21/03/29,13:33:04",7,W,80,32,6234
DeviceB,"21/03/29,13:39:40",8,NW,38,41,30
DeviceB,"21/03/29,13:46:15",4,W,24,130,41
DeviceB,"21/03/29,13:52:51",7,W,9,21,16
DeviceB,"21/03/29,13:59:26",2,W,3,17,23
DeviceB,"21/03/29,14:06:01",1,W,51,16,41
DeviceB,"21/03/29,14:12:37",3,SW,68,30,80
DeviceB,"21/03/29,14:19:12",2,E,68,19,24
DeviceB,"21/03/29,14:25:47",7,E,27,15,49
DeviceB,"21/03/29,14:32:23",0,NE,19,29,5
DeviceB,"21/03/29,14:38:58",2,N,29,13,17
DeviceB,"21/03/29,14:45:33",1,NE,25,47,30
DeviceB,"21/03/29,14:52:08",0,W,31,127,55
DeviceB,"21/03/29,15:00:06",4,S,0,72,17
DeviceB,"21/03/29,15:06:42",13,E,16,76,48
DeviceB,"21/03/29,15:13:17",1,W,6337,17,70
DeviceB,"21/03/29,15:19:52",4,S,0,21,86
DeviceB,"21/03/29,15:26:28",1,NW,13,27,27
DeviceB,"21/03/29,15:33:03",6,SW,6,25,14
DeviceB,"21/03/29,15:39:38",2,NW,6143,17,22
DeviceB,"21/03/29,15:52:49",3,W,28,45,144
DeviceB,"21/03/29,16:00:03",2,W,22,62,22
DeviceB,"21/03/29,16:06:38",6,E,7,23,38
DeviceB,"21/03/29,16:13:13",0,W,92,38,14
DeviceB,"21/03/29,16:19:48",2,W,10,12,8
DeviceB,"21/03/29,16:26:24",2,NE,31,15,27
DeviceB,"21/03/29,16:32:59",6,NW,17,26,26
DeviceB,"21/03/29,16:39:34",1,W,36,111,21
DeviceB,"21/03/29,16:46:09",2,NW,7,36,18
DeviceB,"21/03/29,16:52:44",4,SW,14,82,161
DeviceB,"21/03/29,16:59:20",2,W,10,18,45
DeviceB,"21/03/29,17:05:55",2,E,46,31,117
DeviceB,"21/03/29,17:12:30",4,W,9,6173,40
DeviceB,"21/03/29,17:19:05",1,SW,10,19,70
DeviceB,"21/03/29,17:27:03",0,S,20,185,56
DeviceB,"21/03/29,17:33:38",3,NW,26,0,94
DeviceB,"21/03/29,17:40:13",0,W,35,14,20
DeviceB,"21/03/29,17:46:48",0,W,30,50,50
DeviceB,"21/03/29,17:53:23",0,S,5,38,29
DeviceB,"21/03/29,17:59:58",0,W,6,43,30
DeviceB,"21/03/29,18:06:34",1,NW,20,61,97
DeviceB,"21/03/29,18:13:09",0,S,39,71,22
DeviceB,"21/03/29,18:19:44",10,E,15,20,25
DeviceB,"21/03/29,18:26:19",0,W,23,43,171
DeviceB,"21/03/29,18:32:54",0,W,25,10,72
DeviceB,"21/03/29,18:39:29",0,W,21,7,117
DeviceB,"21/03/29,18:46:04",6,SW,2,34,79
DeviceB,"21/03/29,18:52:39",1,W,31,67,64
DeviceB,"21/03/29,19:00:37",1,W,17,99,67
DeviceB,"21/03/29,19:07:12",8,NW,10,7,51
DeviceB,"21/03/29,19:13:47",8,W,23,17,107
DeviceB,"21/03/29,19:20:22",0,W,12,10,103
DeviceB,"21/03/29,19:26:57",0,W,26,45,57
DeviceB,"21/03/29,19:33:32",1,SW,4,25,0
DeviceB,"21/03/29,19:40:07",6,W,11,41,93
DeviceB,"21/03/29,19:46:42",3,E,17,12,93
DeviceB,"21/03/29,19:53:17",2,SE,22,17,66
DeviceB,"21/03/29,19:59:52",1,S,38,16,62
DeviceB,"21/03/29,20:06:27",2,SW,61,27,0
DeviceB,"21/03/29,20:13:02",0,NW,50,15,21
DeviceB,"21/03/29,20:19:37",3,W,29,69,116
DeviceB,"21/03/29,20:26:12",0,SE,24,7,10
DeviceB,"21/03/29,20:34:10",2,W,4,24,49
DeviceB,"21/03/29,20:40:45",2,E,0,37,40
DeviceB,"21/03/29,20:47:20",2,E,21,36,80
DeviceB,"21/03/29,20:53:55",0,W,33,19,120
DeviceB,"21/03/29,21:00:30",0,SE,20,11,50
DeviceB,"21/03/29,21:07:05",8,S,24,31,53
DeviceB,"21/03/29,21:13:40",6,N,10,16,32
DeviceB,"21/03/29,21:20:15",0,W,6083,45,17
DeviceB,"21/03/29,21:26:50",0,W,43,13,48
DeviceB,"21/03/29,21:33:25",2,E,6,4,58
DeviceB,"21/03/29,21:40:00",3,W,8,102,50
DeviceB,"21/03/29,21:46:35",0,SE,30,33,34
DeviceB,"21/03/29,21:53:10",2,NW,8,48,8
DeviceB,"21/03/29,21:59:45",0,SE,9,65,187
DeviceB,"21/03/29,22:07:43",1,W,45,6211,26
DeviceB,"21/03/29,22:14:18",2,W,90,11,26
DeviceB,"21/03/29,22:20:53",1,W,24,11,25
DeviceB,"21/03/29,22:27:28",7,SW,31,12,105
DeviceB,"21/03/29,22:34:03",4,W,5,131,19
DeviceB,"21/03/29,22:40:38",7,SE,6,37,67
DeviceB,"21/03/29,22:47:13",2,W,14,6,197
DeviceB,"21/03/29,22:53:48",0,W,5,47,55
DeviceB,"21/03/29,23:00:23",0,W,5,17,46
DeviceB,"21/03/29,23:06:58",1,W,14,46,17
DeviceB,"21/03/29,23:13:33",3,SE,40,35,64
DeviceB,"21/03/29,23:20:08",0,W,10,32,113
DeviceB,"21/03/29,23:26:43",3,W,49,19,34
DeviceB,"21/03/29,23:33:18",6,E,89,28,23
DeviceB,"21/03/29,23:43:32",2,W,20,16,12
DeviceB,"21/03/29,23:50:07",2,W,4,41,39
DeviceB,"21/03/29,23:56:42",2,SW,15,5,32
DeviceB,"21/03/30,00:03:17",0,W,6143,32,23
