device,t,w,h,p1,p25,p10
DeviceA,"21/04/12,10:35:58",0,W,8,0,41
DeviceA,"21/04/12,10:43:15",0,NW,7,31,17
DeviceA,"21/04/12,10:49:57",0,W,5,37,31
DeviceA,"21/04/12,10:56:39",1,E,13,35,46
DeviceA,"21/04/12,11:03:20",1,E,20,6,0
DeviceA,"21/04/12,11:10:02",4,S,0,10,13
DeviceA,"21/04/12,12:51:49",2,E,9,25,27
DeviceA,"21/04/12,13:05:12",4,NW,26,7,11
DeviceA,"21/04/12,13:11:53",3,S,16,18,18
DeviceA,"21/04/12,13:18:35",0,NE,17,34,6
DeviceA,"21/04/12,13:25:52",2,W,12,7,30
DeviceA,"21/04/12,13:32:33",1,SW,26,32,36
DeviceA,"21/04/12,13:39:15",3,S,17,8,37
DeviceA,"21/04/12,13:45:56",2,W,25,0,11
DeviceA,"21/04/12,18:40:53",2,E,11,25,11
DeviceA,"21/04/12,18:48:57",2,E,15,4,14
DeviceA,"21/04/12,18:55:38",0,E,12,31,22
DeviceA,"21/04/12,19:02:20",2,NW,20,13,15
DeviceA,"21/04/12,19:15:42",1,W,9,11,21
DeviceA,"21/04/12,19:22:24",2,W,25,12,30
DeviceA,"21/04/12,19:35:46",7,W,19,22,27
DeviceA,"21/04/12,19:49:09",1,W,0,37,28
DeviceA,"21/04/12,19:55:50",8,NW,21,15,49
DeviceA,"21/04/12,20:09:12",9,E,0,26,10
DeviceA,"21/04/12,20:30:39",1,NW,6,6,36
DeviceA,"21/04/12,20:37:20",15,S,22,9,45
DeviceA,"21/04/12,20:44:01",10,NW,19,14,49
DeviceA,"21/04/12,20:50:42",3,N,16,10,21
DeviceA,"21/04/12,21:04:05",2,W,14,10,25
DeviceA,"21/04/12,21:10:46",4,SW,16,22,32
DeviceA,"21/04/12,21:17:27",13,NW,17,11,20
DeviceA,"21/04/12,21:24:08",1,W,19,10,47
DeviceA,"21/04/12,21:30:49",1,W,20,23,29
DeviceA,"21/04/12,21:37:30",4,W,9,21,25
DeviceA,"21/04/12,21:44:12",0,W,24,29,30
DeviceA,"21/04/12,21:50:53",1,NW,0,9,41
DeviceA,"21/04/12,21:58:56",1,SE,12,33,23
DeviceA,"21/04/12,22:05:38",1,W,6,18,24
DeviceA,"21/04/12,22:12:19",2,SW,19,16,47
DeviceA,"21/04/12,22:19:00",3,W,13,22,28
DeviceA,"21/04/12,22:25:41",8,W,14,33,46
DeviceA,"21/04/12,22:32:22",4,E,20,20,10
DeviceA,"21/04/12,22:39:03",4,NW,25,12,0
DeviceA,"21/04/12,22:45:44",7,W,16,23,9
DeviceA,"21/04/12,22:52:25",1,W,24,24,15
DeviceA,"21/04/12,22:59:07",6,E,0,14,24
DeviceA,"21/04/12,23:05:48",1,SW,25,37,23
DeviceA,"21/04/12,23:12:29",0,E,25,18,21
DeviceA,"21/04/12,23:19:10",1,W,22,36,48
DeviceA,"21/04/13,04:32:17",0,NE,23,12,9
DeviceA,"21/04/13,04:38:59",0,E,20,33,32
DeviceA,"21/04/13,04:59:04",2,W,16,25,27
DeviceA,"21/04/13,05:05:46",19,W,24,31,36
DeviceA,"21/04/13,05:12:27",1,S,16,8,0
DeviceA,"21/04/13,05:19:09",3,S,19,20,8
DeviceA,"21/04/13,05:25:51",1,NE,22,0,47
DeviceA,"21/04/13,05:32:33",4,NW,6,20,26
DeviceA,"21/04/13,05:39:14",6,SW,25,36,20
DeviceA,"21/04/13,05:54:00",7,NW,17,36,0
DeviceA,"21/04/13,06:00:42",3,W,5,28,44
DeviceA,"21/04/13,06:07:24",3,S,20,12,30
DeviceA,"21/04/13,06:14:06",3,NW,25,39,39
DeviceA,"21/04/13,06:20:48",3,SW,13,20,49
DeviceA,"21/04/13,06:27:29",3,SW,20,10,20
DeviceA,"21/04/13,06:34:11",0,SE,26,17,11
DeviceA,"21/04/13,06:40:53",1,NW,8,22,17
DeviceA,"21/04/13,06:47:35",1,S,5,32,10
DeviceA,"21/04/13,06:54:16",0,W,23,14,49
DeviceA,"21/04/13,07:00:58",4,E,14,0,17
DeviceA,"21/04/13,07:07:40",0,NW,9,9,18
DeviceA,"21/04/13,07:14:22",1,NW,4,26,0
DeviceA,"21/04/13,07:21:04",2,W,19,37,17
DeviceA,"21/04/13,07:29:08",2,N,0,18,44
DeviceA,"21/04/13,07:35:50",4,W,10,15,0
DeviceA,"21/04/13,07:42:32",0,W,9,19,19
DeviceA,"21/04/13,07:49:14",6,W,16,3,17
DeviceA,"21/04/13,07:55:55",2,W,3,24,41
DeviceA,"21/04/13,08:02:37",2,W,8,21,0
DeviceA,"21/04/13,08:09:19",0,E,8,0,37
DeviceA,"21/04/13,08:16:01",0,NW,7,28,39
DeviceA,"21/04/13,08:22:43",2,W,24,26,14
DeviceA,"21/04/13,08:29:25",2,W,21,12,29
DeviceA,"21/04/13,08:36:06",1,W,12,25,36
DeviceA,"21/04/13,08:42:48",2,E,27,26,15
DeviceA,"21/04/13,08:49:30",2,W,8,11,25
DeviceA,"21/04/13,08:56:12",3,E,17,7,46
DeviceA,"21/04/13,09:04:17",0,S,26,4,45
DeviceA,"21/04/13,09:10:58",1,N,19,9,0
DeviceA,"21/04/13,09:17:40",1,E,21,6,6
DeviceA,"21/04/13,09:24:22",2,SW,17,28,31
DeviceA,"21/04/13,09:31:04",1,SW,26,10,7
DeviceA,"21/04/13,09:37:46",1,W,31,0,17
DeviceA,"21/04/13,09:44:28",6,E,8,35,0
DeviceA,"21/04/13,09:51:10",2,S,22,10,39
DeviceA,"21/04/13,09:57:51",6,W,15,27,43
DeviceA,"21/04/13,10:04:33",2,SW,4,18,47
DeviceA,"21/04/13,10:11:15",2,W,16,24,8
DeviceA,"21/04/13,10:17:57",0,SW,24,37,24
DeviceA,"21/04/13,10:24:39",2,W,25,39,13
DeviceA,"21/04/13,10:31:21",12,SW,19,13,23
DeviceA,"21/04/13,10:39:25",0,W,6,21,19
DeviceA,"21/04/13,10:46:07",8,NW,6,35,13
DeviceA,"21/04/13,10:52:49",0,W,28,27,15
DeviceA,"21/04/13,10:59:31",0,W,19,30,40
DeviceA,"21/04/13,11:06:12",1,W,11,9,29
DeviceA,"21/04/13,11:12:54",1,E,0,23,9
DeviceA,"21/04/13,11:19:36",2,N,29,0,14
DeviceA,"21/04/13,11:26:18",0,N,26,9,17
DeviceA,"21/04/13,11:32:59",0,NW,10,16,27
DeviceA,"21/04/13,11:39:41",1,W,6,17,22
DeviceA,"21/04/13,11:46:23",2,SW,21,24,46
DeviceA,"21/04/13,12:06:28",0,E,12,20,26
DeviceA,"21/04/13,12:14:33",1,W,12,30,34
DeviceA,"21/04/13,12:21:14",7,NW,24,14,22
DeviceA,"21/04/13,12:27:56",8,E,14,36,12
DeviceA,"21/04/13,12:34:38",2,E,5,13,19
DeviceA,"21/04/13,12:41:19",20,S,21,14,37
DeviceA,"21/04/13,12:48:01",4,W,6,28,5
DeviceA,"21/04/13,12:54:43",3,NW,23,5,19
DeviceA,"21/04/13,13:01:24",4,W,23,11,22
DeviceA,"21/04/13,13:08:06",2,NW,23,33,43
DeviceA,"21/04/13,13:14:48",1,E,18,39,13
DeviceA,"21/04/13,13:21:29",13,W,20,22,33
DeviceA,"21/04/13,13:28:11",2,NE,5,10,9
DeviceA,"21/04/13,13:34:52",3,W,20,14,21
DeviceA,"21/04/13,13:41:34",3,W,8,11,37
DeviceA,"21/04/13,13:49:38",0,NW,23,15,14
DeviceA,"21/04/13,13:56:20",1,NE,20,29,18
DeviceA,"21/04/13,14:03:01",1,W,3,30,40
DeviceA,"21/04/13,14:09:43",2,W,8,34,21
DeviceA,"21/04/13,14:16:24",0,E,20,16,10
DeviceA,"21/04/13,14:23:06",1,W,25,10,31
DeviceA,"21/04/13,14:29:47",1,W,17,30,0
DeviceA,"21/04/13,14:36:29",8,S,20,0,28
DeviceA,"21/04/13,14:43:10",0,NW,8,35,8
DeviceA,"21/04/13,14:49:52",0,SW,17,17,34
DeviceA,"21/04/13,14:56:33",7,W,14,23,14
DeviceA,"21/04/13,15:03:15",0,NW,19,36,15
DeviceA,"21/04/13,15:09:56",2,W,11,15,20
DeviceA,"21/04/13,15:16:38",0,W,22,23,45
DeviceA,"21/04/13,15:24:42",3,E,20,8,29
DeviceA,"21/04/13,15:31:23",0,SE,5,41,28
DeviceA,"21/04/13,17:53:15",3,N,19,33,40
DeviceA,"21/04/13,18:06:38",6,W,13,30,31
DeviceA,"21/04/13,18:13:19",2,SW,9,30,7
DeviceA,"21/04/13,18:20:00",1,S,3,36,43
DeviceA,"21/04/13,18:26:42",0,SW,26,27,42
DeviceA,"21/04/13,18:34:46",2,W,20,28,26
DeviceA,"21/04/13,18:48:08",8,N,0,7,42
DeviceA,"21/04/13,18:54:50",2,S,19,16,37
DeviceA,"21/04/13,19:01:31",2,S,10,18,45
DeviceA,"21/04/13,19:08:12",3,SE,15,26,31
DeviceA,"21/04/13,19:14:54",10,SW,28,14,16
DeviceA,"21/04/13,19:21:35",1,SW,5,8,28
DeviceA,"21/04/13,19:28:16",12,W,20,18,49
DeviceA,"21/04/13,19:34:57",2,W,25,36,42
DeviceA,"21/04/13,19:41:39",1,SE,9,22,8
DeviceA,"21/04/13,19:48:20",2,W,17,22,5
DeviceA,"21/04/13,19:55:01",8,NW,18,14,18
DeviceA,"21/04/13,20:01:43",1,NW,18,24,28
DeviceA,"21/04/13,20:09:47",2,SW,0,21,9
DeviceA,"21/04/13,20:16:28",0,W,20,18,32
DeviceA,"21/04/13,20:23:09",12,NE,24,8,29
DeviceA,"21/04/13,20:29:50",0,NW,10,36,30
DeviceA,"21/04/13,20:36:32",9,W,26,36,45
DeviceA,"21/04/13,20:43:13",0,W,7,15,5
DeviceA,"21/04/13,20:49:54",0,NE,7,15,0
DeviceA,"21/04/13,20:56:35",8,W,15,18,40
DeviceA,"21/04/13,21:03:17",3,W,21,11,36
DeviceA,"21/04/13,21:09:58",0,E,17,29,39
DeviceA,"21/04/13,21:16:39",2,SW,18,27,37
DeviceA,"21/04/13,21:30:02",3,NW,18,32,38
DeviceA,"21/04/13,21:36:43",4,SE,21,6,25
DeviceA,"21/04/13,21:44:47",1,E,25,33,10
DeviceA,"21/04/13,21:51:28",3,N,22,16,18
DeviceA,"21/04/13,21:58:09",4,W,7,7,13
DeviceA,"21/04/13,22:04:51",4,NW,7,15,28
DeviceA,"21/04/13,22:11:32",0,N,15,29,28
DeviceA,"21/04/13,22:18:13",1,NW,6,32,0
DeviceA,"21/04/13,22:24:54",1,W,0,11,8
DeviceA,"21/04/13,22:31:35",2,NW,20,25,20
DeviceA,"21/04/13,22:38:17",0,S,13,32,46
DeviceA,"21/04/13,22:44:58",2,W,2,27,21
DeviceA,"21/04/13,22:51:39",3,SE,9,13,28
DeviceA,"21/04/13,22:58:20",0,E,16,14,31
DeviceA,"21/04/13,23:05:02",6,E,6,6,26
DeviceA,"21/04/13,23:11:43",1,W,6,31,24
DeviceA,"21/04/13,23:19:47",2,NW,25,27,35
DeviceA,"21/04/13,23:26:28",2,S,19,13,27
DeviceA,"21/04/13,23:33:09",12,E,18,6,43
DeviceA,"21/04/13,23:39:50",4,NW,13,18,18
DeviceA,"21/04/13,23:46:31",2,W,7,41,40
DeviceA,"21/04/13,23:53:13",0,W,23,38,0
DeviceA,"21/04/13,23:59:54",2,NW,25,22,38
DeviceA,"21/04/14,00:06:35",1,SW,11,19,30
DeviceA,"21/04/14,00:13:16",3,NW,11,28,39
DeviceA,"21/04/14,00:19:57",0,SE,21,28,30
DeviceA,"21/04/14,00:26:38",15,SW,15,30,34
DeviceA,"21/04/14,00:33:19",6,W,25,0,48
DeviceA,"21/04/14,00:40:01",0,W,28,31,41
DeviceA,"21/04/14,00:46:42",2,NW,1,8,9
DeviceA,"21/04/14,00:54:46",2,NE,9,8,14
DeviceA,"21/04/14,01:01:27",3,W,21,9,31
DeviceA,"21/04/14,01:08:08",2,NW,27,24,37
DeviceA,"21/04/14,01:14:49",2,E,25,40,15
DeviceA,"21/04/14,01:21:30",2,W,16,15,20
DeviceA,"21/04/14,01:28:11",2,N,13,13,36
DeviceA,"21/04/14,01:34:53",9,NW,6,9,4
DeviceA,"21/04/14,01:41:34",18,W,16,6,18
DeviceA,"21/04/14,05:11:48",4,SW,20,37,9
DeviceA,"21/04/14,05:25:12",0,W,4,14,49
DeviceA,"21/04/14,05:31:54",19,W,4,17,15
DeviceA,"21/04/14,05:39:58",0,E,8,32,48
DeviceA,"21/04/14,05:46:40",4,W,18,8,36
DeviceA,"21/04/14,05:53:22",0,SW,8,39,46
DeviceA,"21/04/14,06:00:04",2,W,15,22,17
DeviceA,"21/04/14,06:06:45",2,W,19,28,39
DeviceA,"21/04/14,06:13:27",4,E,3,39,10
DeviceA,"21/04/14,06:20:09",4,E,9,5,13
DeviceA,"21/04/14,06:26:51",0,E,13,21,35
DeviceA,"21/04/14,06:33:33",4,E,10,22,18
DeviceA,"21/04/14,06:40:15",1,W,6,19,33
DeviceA,"21/04/14,06:46:56",0,W,23,32,24
DeviceA,"21/04/14,06:53:38",3,W,10,23,35
DeviceA,"21/04/14,07:00:20",3,SW,23,9,13
DeviceA,"21/04/14,07:07:02",1,SW,22,22,22
DeviceA,"21/04/14,07:15:06",9,W,18,21,27
DeviceA,"21/04/14,07:21:48",1,W,21,4,34
DeviceA,"21/04/14,07:28:30",9,W,7,0,16
DeviceA,"21/04/14,07:35:12",2,W,28,33,47
DeviceA,"21/04/14,07:41:54",1,E,17,39,0
DeviceA,"21/04/14,07:55:18",1,SW,6,11,24
DeviceA,"21/04/14,08:02:00",2,SW,21,31,33
DeviceA,"21/04/14,08:08:41",12,NW,5,29,12
DeviceA,"21/04/14,08:15:23",2,SE,16,0,22
DeviceA,"21/04/14,08:22:05",4,W,22,14,25
DeviceA,"21/04/14,08:28:47",1,SE,21,36,37
DeviceA,"21/04/14,08:35:29",3,W,7,14,23
DeviceA,"21/04/14,08:42:11",0,W,9,17,45
DeviceA,"21/04/14,08:50:16",1,NW,13,19,31
DeviceA,"21/04/14,08:56:57",8,E,21,17,42
DeviceA,"21/04/14,09:03:39",3,SW,13,27,13
DeviceA,"21/04/14,09:10:21",2,W,13,25,18
DeviceA,"21/04/14,09:17:03",0,W,21,39,28
DeviceA,"21/04/14,09:23:45",3,S,9,40,21
DeviceA,"21/04/14,09:30:27",2,NW,22,26,24
DeviceA,"21/04/14,09:37:09",6,SW,30,16,32
DeviceA,"21/04/14,09:43:51",0,SW,11,12,12
DeviceA,"21/04/14,09:50:33",0,N,17,32,49
DeviceA,"21/04/14,09:57:15",3,E,24,8,31
DeviceA,"21/04/14,10:03:57",2,NW,0,9,18
DeviceA,"21/04/14,10:10:39",3,W,17,0,18
DeviceA,"21/04/14,10:17:21",8,NW,19,36,16
DeviceA,"21/04/14,10:25:25",4,SE,7,27,33
DeviceA,"21/04/14,10:32:07",1,W,24,12,35
DeviceA,"21/04/14,10:38:49",0,SW,22,12,36
DeviceA,"21/04/14,10:45:31",7,S,20,23,19
DeviceA,"21/04/14,10:52:13",8,E,26,18,22
DeviceA,"21/04/14,10:58:55",2,W,10,30,0
DeviceA,"21/04/14,11:05:36",2,W,19,33,28
DeviceA,"21/04/14,11:12:18",6,NE,20,30,15
DeviceA,"21/04/14,11:19:00",1,NW,18,24,20
DeviceA,"21/04/14,11:25:42",6,NW,7,22,10
DeviceA,"21/04/14,11:32:23",1,SE,11,39,13
DeviceA,"21/04/14,11:39:05",1,NW,15,28,29
DeviceA,"21/04/14,11:45:47",4,W,17,0,16
DeviceA,"21/04/14,11:52:28",6,E,21,18,17
DeviceA,"21/04/14,12:00:33",6,SW,22,13,42
DeviceA,"21/04/14,12:07:15",7,NW,22,29,19
DeviceA,"21/04/14,12:13:56",1,SW,24,28,26
DeviceA,"21/04/14,12:20:38",2,SE,25,32,25
DeviceA,"21/04/14,12:27:20",0,W,4,32,13
DeviceA,"21/04/14,13:35:38",1,SW,18,27,15
DeviceA,"21/04/14,14:15:47",3,E,9,29,26
DeviceA,"21/04/14,14:29:10",6,NE,16,21,35
DeviceA,"21/04/14,14:35:52",1,SE,6,9,16
DeviceA,"21/04/14,14:42:33",0,SW,22,16,9
DeviceA,"21/04/14,14:49:15",2,W,8,24,41
DeviceA,"21/04/14,14:55:56",0,W,27,17,4
DeviceA,"21/04/14,15:02:38",4,W,0,8,47
DeviceA,"21/04/14,15:10:42",10,SW,25,32,31
DeviceA,"21/04/14,15:17:23",0,SW,24,33,4
DeviceA,"21/04/14,15:24:05",4,NE,23,29,12
DeviceA,"21/04/14,15:30:46",2,NW,12,25,29
DeviceA,"21/04/14,15:37:28",0,SW,21,20,31
DeviceA,"21/04/14,15:44:09",1,E,20,8,16
DeviceA,"21/04/14,15:50:51",1,SW,11,20,20
DeviceA,"21/04/14,15:57:32",2,E,22,26,33
DeviceA,"21/04/14,16:04:13",1,SE,6,14,45
DeviceA,"21/04/14,16:10:55",7,W,9,11,0
DeviceA,"21/04/14,16:17:36",1,SE,26,17,9
DeviceA,"21/04/14,16:24:18",0,W,23,6,44
DeviceA,"21/04/14,16:30:59",4,W,17,31,47
DeviceA,"21/04/14,16:37:40",4,SW,20,9,43
DeviceA,"21/04/14,16:45:44",2,SW,12,38,38
DeviceA,"21/04/14,16:52:26",1,W,25,21,10
DeviceA,"21/04/14,16:59:07",2,NW,4,37,35
DeviceA,"21/04/14,17:05:48",0,NW,19,23,31
DeviceA,"21/04/14,17:12:30",0,W,16,36,14
DeviceA,"21/04/14,17:19:11",0,W,21,6,44
DeviceA,"21/04/14,17:25:52",9,W,20,23,15
DeviceA,"21/04/14,17:32:34",1,E,7,17,0
DeviceA,"21/04/14,17:39:15",7,SW,8,8,42
DeviceA,"21/04/14,17:45:56",6,W,16,17,46
DeviceA,"21/04/14,17:52:38",6,W,18,37,22
DeviceA,"21/04/14,18:06:00",0,W,10,6,18
DeviceA,"21/04/14,18:12:41",4,NW,21,6,24
DeviceA,"21/04/14,18:20:45",1,W,2,35,22
DeviceA,"21/04/14,18:27:27",1,N,24,24,18
DeviceA,"21/04/14,18:34:08",1,W,19,11,34
DeviceA,"21/04/14,18:40:49",0,W,11,9,19
DeviceA,"21/04/14,18:47:30",1,NW,19,30,26
DeviceA,"21/04/14,19:00:53",0,NW,8,32,8
DeviceA,"21/04/14,19:07:34",0,SW,16,8,38
DeviceA,"21/04/14,19:27:38",2,SE,13,24,19
DeviceA,"21/04/14,19:34:19",1,W,28,23,21
DeviceA,"21/04/14,19:41:00",7,W,28,0,8
DeviceA,"21/04/14,19:47:42",6,SW,15,9,14
DeviceA,"21/04/14,19:55:46",6,E,17,32,38
DeviceA,"21/04/14,20:02:27",6,E,21,23,44
DeviceA,"21/04/14,20:09:08",3,NW,17,39,24
DeviceA,"21/04/14,20:15:49",3,W,11,26,0
DeviceA,"21/04/14,20:22:30",3,W,28,6,18
DeviceA,"21/04/14,20:29:12",0,W,12,25,19
DeviceA,"21/04/14,20:35:53",1,S,8,7,25
DeviceA,"21/04/14,20:42:34",4,W,19,26,7
DeviceA,"21/04/14,20:58:13",0,W,17,15,23
DeviceA,"21/04/14,21:04:54",2,W,26,8,34
DeviceA,"21/04/14,21:11:35",4,E,16,5,21
DeviceA,"21/04/14,21:18:16",3,E,21,34,48
DeviceA,"21/04/14,21:24:58",1,NW,19,17,26
DeviceA,"21/04/14,21:31:39",2,W,16,16,26
DeviceA,"21/04/14,21:38:20",3,S,3,10,42
DeviceA,"21/04/14,21:45:01",0,SW,10,17,43
DeviceA,"21/04/14,21:51:42",0,W,3,22,24
DeviceA,"21/04/14,21:58:23",19,W,18,36,13
DeviceA,"21/04/15,01:35:05",3,NW,13,33,21
DeviceA,"21/04/15,02:36:39",3,SW,20,31,43
DeviceA,"21/04/15,02:43:21",12,SW,26,5,31
DeviceA,"21/04/15,02:56:44",1,W,31,17,22
DeviceA,"21/04/15,03:10:07",13,E,23,7,0
DeviceA,"21/04/15,03:18:11",15,W,33,12,10
DeviceA,"21/04/15,03:24:52",4,W,27,16,48
DeviceA,"21/04/15,03:31:34",2,W,21,18,23
DeviceA,"21/04/15,03:38:16",1,W,20,22,27
DeviceA,"21/04/15,03:51:39",0,SW,3,9,17
DeviceA,"21/04/15,04:00:22",0,N,26,12,18
DeviceA,"21/04/15,04:06:58",2,SW,18,27,12
DeviceA,"21/04/15,04:13:35",4,SW,7,31,41
DeviceA,"21/04/15,04:20:10",0,E,21,23,36
DeviceA,"21/04/15,04:26:46",0,SW,12,0,9
DeviceA,"21/04/15,04:33:21",2,E,22,23,17
DeviceA,"21/04/15,04:39:57",3,NE,4,12,43
DeviceA,"21/04/15,04:53:08",4,W,12,27,16
DeviceA,"21/04/15,04:59:44",1,W,7,32,17
DeviceA,"21/04/15,05:06:19",0,SW,20,26,8
DeviceA,"21/04/15,05:12:55",12,W,2,31,8
DeviceA,"21/04/15,05:26:07",13,E,11,28,22
DeviceA,"21/04/15,05:34:05",6,E,15,0,44
DeviceA,"21/04/15,05:40:41",0,SW,11,30,8
DeviceA,"21/04/15,05:47:16",2,W,5,28,27
DeviceA,"21/04/15,05:53:52",2,NW,20,15,8
DeviceA,"21/04/15,06:07:03",1,E,0,39,44
DeviceA,"21/04/15,06:20:15",1,W,25,21,35
DeviceA,"21/04/15,06:26:50",3,E,17,9,8
DeviceA,"21/04/15,06:33:26",0,W,7,24,32
DeviceA,"21/04/15,06:40:02",2,W,6,15,49
DeviceA,"21/04/15,06:46:37",0,E,18,29,48
DeviceA,"21/04/15,06:53:13",8,W,24,37,20
DeviceA,"21/04/15,06:59:49",0,W,28,26,20
DeviceA,"21/04/15,07:07:47",0,E,22,15,38
DeviceA,"21/04/15,07:14:23",4,W,11,0,27
DeviceA,"21/04/15,07:20:59",0,W,4,20,10
DeviceA,"21/04/15,07:27:34",1,SW,13,7,49
DeviceA,"21/04/15,07:34:10",3,NE,12,7,28
DeviceA,"21/04/15,07:40:46",1,SW,18,15,34
DeviceA,"21/04/15,07:47:22",2,E,24,24,0
DeviceA,"21/04/15,07:53:57",1,W,7,27,35
DeviceA,"21/04/15,08:00:33",1,SW,17,16,18
DeviceA,"21/04/15,08:07:09",3,W,22,29,25
DeviceA,"21/04/15,08:13:45",0,W,21,23,28
DeviceA,"21/04/15,08:20:20",9,SW,22,15,17
DeviceA,"21/04/15,08:26:56",4,SW,0,22,45
DeviceA,"21/04/15,08:33:32",1,NW,18,33,8
DeviceA,"21/04/15,08:41:30",0,NE,12,34,33
DeviceA,"21/04/15,08:48:06",2,SW,12,0,15
DeviceA,"21/04/15,08:54:42",2,W,24,20,22
DeviceA,"21/04/15,09:01:17",2,W,17,40,8
DeviceA,"21/04/15,09:07:53",3,W,13,32,37
DeviceA,"21/04/15,09:14:29",6,NW,24,27,22
DeviceA,"21/04/15,09:21:05",2,NW,12,16,14
DeviceA,"21/04/15,09:27:40",1,NW,21,38,38
DeviceA,"21/04/15,09:34:16",3,W,20,9,19
DeviceA,"21/04/15,09:40:52",1,W,13,27,11
DeviceA,"21/04/15,09:47:28",2,W,25,21,25
DeviceA,"21/04/15,09:54:04",2,NW,7,14,39
DeviceA,"21/04/15,10:00:39",3,S,9,19,16
DeviceA,"21/04/15,10:07:15",1,W,9,8,21
DeviceA,"21/04/15,10:15:14",2,SE,13,27,44
DeviceA,"21/04/15,10:21:49",1,W,14,40,32
DeviceA,"21/04/15,10:28:25",3,W,26,11,21
DeviceA,"21/04/15,10:35:01",0,NE,3,12,8
DeviceA,"21/04/15,10:41:37",1,W,14,36,34
DeviceA,"21/04/15,10:48:13",3,W,13,33,23
DeviceA,"21/04/15,10:54:48",0,W,20,19,14
DeviceA,"21/04/15,11:01:24",2,NW,9,18,27
DeviceA,"21/04/15,11:08:00",8,S,24,8,27
DeviceA,"21/04/15,11:14:36",1,E,17,21,14
DeviceA,"21/04/15,11:21:12",2,E,20,23,22
DeviceA,"21/04/15,11:27:47",3,W,19,8,18
DeviceA,"21/04/15,11:34:23",0,E,16,17,5
DeviceA,"21/04/15,12:15:20",1,W,11,0,21
DeviceA,"21/04/15,13:01:28",25,W,5,31,42
DeviceA,"21/04/15,13:08:04",7,NW,11,9,0
DeviceA,"21/04/15,13:14:39",3,W,2,9,0
DeviceA,"21/04/15,13:22:37",3,E,19,18,25
DeviceA,"21/04/15,13:35:48",4,S,25,37,30
DeviceA,"21/04/15,13:48:59",0,W,19,9,47
DeviceA,"21/04/15,13:55:35",0,SW,8,28,28
DeviceA,"21/04/15,14:02:10",2,W,8,25,45
DeviceA,"21/04/15,14:15:21",2,SE,18,0,7
DeviceA,"21/04/15,14:21:56",7,E,9,14,28
DeviceA,"21/04/15,14:28:32",7,E,9,29,17
DeviceA,"21/04/15,14:35:07",7,W,14,21,29
DeviceA,"21/04/15,14:41:43",8,E,2,27,18
DeviceA,"21/04/15,14:56:16",4,SE,7,22,33
DeviceA,"21/04/15,15:02:51",1,W,20,15,15
DeviceA,"21/04/15,15:09:27",3,E,24,6,23
DeviceA,"21/04/15,15:22:37",3,NW,21,8,21
DeviceA,"21/04/15,15:29:13",0,W,25,29,36
DeviceA,"21/04/15,15:35:48",0,E,19,6,28
DeviceA,"21/04/15,15:42:23",2,S,17,36,14
DeviceA,"21/04/15,15:48:59",6,W,24,23,18
DeviceA,"21/04/15,15:55:34",1,W,11,37,32
DeviceA,"21/04/15,16:02:09",7,W,12,32,41
DeviceA,"21/04/15,16:15:20",2,E,5,31,30
DeviceA,"21/04/15,16:21:55",3,SW,18,14,10
DeviceA,"21/04/15,16:36:29",1,E,29,23,46
DeviceA,"21/04/15,17:02:50",4,E,14,22,8
DeviceA,"21/04/15,17:29:11",1,W,12,27,17
DeviceA,"21/04/15,18:43:01",0,W,19,30,43
DeviceA,"21/04/15,18:49:36",4,W,21,15,41
DeviceA,"21/04/16,04:31:34",0,N,21,37,28
DeviceA,"21/04/16,04:38:10",2,W,25,23,27
DeviceA,"21/04/16,04:44:45",7,W,10,28,17
DeviceA,"21/04/16,04:57:57",1,NW,12,10,16
DeviceA,"21/04/16,05:17:44",2,W,22,3,10
DeviceA,"21/04/16,05:25:42",1,NW,11,30,11
DeviceA,"21/04/16,05:32:18",4,E,24,22,14
DeviceA,"21/04/16,05:38:54",0,SW,20,21,30
DeviceA,"21/04/16,05:45:29",0,W,22,0,32
DeviceA,"21/04/16,05:52:05",1,E,12,17,21
DeviceA,"21/04/16,05:58:41",2,W,19,0,29
DeviceA,"21/04/16,06:05:16",0,E,20,20,17
DeviceA,"21/04/16,06:11:52",1,W,22,28,27
DeviceA,"21/04/16,06:18:28",7,NE,7,14,41
DeviceA,"21/04/16,06:25:04",1,NE,15,15,17
DeviceA,"21/04/16,06:31:39",3,W,27,22,14
DeviceA,"21/04/16,06:38:15",7,E,24,29,13
DeviceA,"21/04/16,06:44:51",6,W,11,31,21
DeviceA,"21/04/16,06:51:27",2,W,9,19,8
DeviceA,"21/04/16,06:59:25",3,SE,22,20,30
DeviceA,"21/04/16,07:06:01",2,W,23,32,17
DeviceA,"21/04/16,07:12:37",2,E,20,33,27
DeviceA,"21/04/16,07:19:12",3,NW,13,17,40
DeviceA,"21/04/16,07:25:48",2,W,21,34,26
DeviceA,"21/04/16,07:32:24",4,NW,17,9,38
DeviceA,"21/04/16,07:38:59",7,E,6,22,8
DeviceA,"21/04/16,07:45:35",2,SW,5,14,28
DeviceA,"21/04/16,07:52:11",21,SW,12,36,7
DeviceA,"21/04/16,07:58:47",0,N,20,22,25
DeviceA,"21/04/16,08:05:23",3,NE,25,27,9
DeviceA,"21/04/16,08:11:58",1,E,0,6,44
DeviceA,"21/04/16,08:18:34",14,W,26,34,44
DeviceA,"21/04/16,08:25:10",2,E,4,32,22
DeviceA,"21/04/16,08:33:09",1,E,15,22,22
